"","Kd","ksorp","kbulk"
"1",17.2765468765246,0.068172901593953,2.1732714022388
"2",17.2765468765246,0.068172901593953,2.1732714022388
"3",18.8891574719376,0.0519846864946825,2.28408004288312
"4",18.5771749332618,0.055385952017897,2.35509504269246
"5",18.5771749332618,0.055385952017897,2.35509504269246
"6",18.5771749332618,0.055385952017897,2.35509504269246
"7",18.8574603842528,0.0475791778673334,2.30478210477734
"8",15.0682054478653,0.0442416646398453,2.11677242086025
"9",14.8611996323602,0.0164898982902862,2.47067692404896
"10",11.3601220919722,0.0637155908542965,1.85300688237563
"11",10.5276092192511,0.0455941969092063,1.69708198268381
"12",11.5482623681984,0.0729525371977067,1.73545891570399
"13",10.9220761427899,0.0730245212481335,1.72872117114714
"14",10.9220761427899,0.0730245212481335,1.72872117114714
"15",10.9220761427899,0.0730245212481335,1.72872117114714
"16",10.9220761427899,0.0730245212481335,1.72872117114714
"17",11.1392835255712,0.087933187760497,1.75310426892498
"18",11.1392835255712,0.087933187760497,1.75310426892498
"19",12.7488307059954,0.0829607500597823,1.90318805542894
"20",13.1159529222569,0.0463399817046851,1.82621755603564
"21",14.8571752822596,0.036728156601499,1.99693261681636
"22",12.4554676454928,0.0346237505569939,1.8712382200508
"23",12.4554676454928,0.0346237505569939,1.8712382200508
"24",12.3458328816157,0.0388075123384731,1.82565065471044
"25",14.4141267078968,0.0903153504950608,1.79508001425743
"26",14.3277571760058,0.0666813329691747,1.84441995434176
"27",10.8766043367419,0.0362429070043394,1.76449815955587
"28",10.8973867096141,0.0257042418919176,1.79108200104491
"29",16.9617898540241,0.0251806500587187,1.98207468475816
"30",16.9617898540241,0.0251806500587187,1.98207468475816
"31",16.9617898540241,0.0251806500587187,1.98207468475816
"32",16.75699222006,0.0325263129260728,2.00403036353393
"33",14.5309050923654,0.0360230411032138,1.83133520143328
"34",20.8819950958951,0.039775992669264,2.29169589040531
"35",21.6632047322495,0.0303438288970502,2.36280942601065
"36",21.6632047322495,0.0303438288970502,2.36280942601065
"37",20.5286692898785,0.0194944033839359,2.36721195633817
"38",19.2328664491241,0.0219665249314728,2.33128893377778
"39",10.4879971331864,0.0152862797646936,1.72718916356309
"40",10.4879971331864,0.0152862797646936,1.72718916356309
"41",10.4879971331864,0.0152862797646936,1.72718916356309
