alp,Kd,ksorp,f,kvol,kdiff,kbulk,kbios,X1
1.7682201027195,11.1348327927571,0.09378192315573,0.747449322486669,0.000326196288741453,0.00177146273924119,1.22311431085358,0.0432624714441473,7.44281299914244
0.775769649422728,47.9337181174941,0.126632316234594,0.733580958280712,0.000221218937291096,0.00309969226436203,0.820537042262226,0.0288937496719734,1309.73975633075
1.36764999223175,46.0319431500137,0.0780802375454472,0.503400437727943,0.000201877933128477,0.00468637124516036,0.932943885174085,0.0603163884649889,582.069202675388
1.82741673457483,90.6317455049418,0.0597025376841788,0.201518971993774,0.00028775556096573,0.00508617057983152,1.21319665539523,0.0245268969044121,435.120641259439
1.76535118983034,23.9346846730262,0.0170908414056765,0.424176252452098,0.000133445383115183,0.00204242901961349,2.15611918369994,0.0296423284071088,1.27545161210138
1.70956646838831,83.9245362298936,0.110536809733438,0.457154481289536,0.000379935708813817,0.00236211685150897,0.900139104857411,0.0728553518705164,687.997106552881
0.85780162091041,74.6999007113371,0.131201322075019,0.855123453776259,0.000175980848332317,0.00457118832392901,1.86836857985836,0.044400092737524,152.114813002889
1.00619595173653,60.5964974670112,0.0268388014061567,0.663456566561013,0.000342130510354218,0.00352319914575924,0.257941779999133,0.0278612185464359,5968.61931143455
0.965449078473728,71.4506972899567,0.0178514024173486,0.808255552929174,0.000189776125579991,0.00492937458444538,1.18671129599058,0.0426029787183074,503.215639920036
1.45816703537013,82.6038628229871,0.105797396707507,0.933846537915245,0.000173027741912949,0.00151848101389483,1.06810316764492,0.0446598469812565,608.75409847821
1.50982905716682,13.199244331317,0.0133282094237688,0.334788433237746,0.000260447417156653,0.0024537393161483,1.4032148953352,0.0207187949355009,0.225832468334075
0.84082504430972,17.507997844005,0.0636336039304556,0.728820222390257,0.000248425669146347,0.00180121360986639,2.30821712718307,0.0708367137474552,1.89834591487307
1.23852041731542,75.2875400656089,0.115926880655737,0.261397469029576,0.000361428003449039,0.00413350911554827,2.26286218529367,0.0518632126691452,9.67631235038165
1.64452517713327,97.5302064090129,0.0181778951876284,0.956905751274619,0.000343442913372372,0.00259892114473235,2.32544554274877,0.0638544966980347,78.632239776547
1.55357266172906,55.4505370778218,0.0378201055093803,0.293163749651238,0.000251700810561481,0.0014277535786362,1.842998719346,0.0619296014862647,9.0489823269987
1.79192359830812,33.8840503644105,0.0604885229832334,0.413843558837473,0.000104217303469822,0.00435990755778717,0.526876193774166,0.0383367914620499,3346.24640894496
0.867363996383268,92.2407130495273,0.0225789547695879,0.879694816179853,0.000353780926098558,0.00315722921752378,2.20265015022901,0.0328389869045204,128.495427867982
1.54683751399349,81.4186455148272,0.0196048176390715,0.830383053483628,0.000250127600028621,0.00238179487880897,1.12657717271771,0.0406558851851232,643.83267870566
1.91945798571268,26.9968031015713,0.0731922173927218,0.648218418789562,0.000127024628228064,0.00184423387945995,0.408876564031136,0.0220786664107931,6032.97956108313
0.516274455721956,49.1451386461966,0.119655577613779,0.442966975529399,0.000333430228349527,0.00207310104165484,1.66423213256884,0.0325142887617485,98.5351998128668
1.78535204240773,45.0653125246987,0.0692010244092296,0.706990903611295,0.000180131518302408,0.00247270991129925,1.06037892872129,0.0388706546383844,653.527275716668
1.85616610616166,63.4069136315025,0.036115050295217,0.811586546032317,0.000207795814308528,0.00267757353896385,0.559743262699375,0.0483689236955773,1792.77682794577
1.66768183619808,76.4851215824205,0.0211790262412724,0.716385961159691,0.000225027946349642,0.00338356353868366,0.913086241509532,0.0494796733871004,878.751276913749
1.677253111545,70.6890093712509,0.0347268830876002,0.905983474265225,0.000144303280082193,0.00258553972355574,0.531150123297588,0.0679431825405104,1068.68785703593
0.987228383062873,50.0837321752124,0.0970105775880782,0.971875278717559,0.000111131611318203,0.00350860776646826,2.13941470608497,0.0219533079179515,98.360303366726
1.463634234061,73.8390788366087,0.116556628801697,0.575220329198055,0.000174753881355609,0.0039047411184525,1.42388128846471,0.0716258660946733,202.032594075646
0.826140692987945,79.3649722639285,0.128112089937275,0.53513117714813,0.000120113423692421,0.00289505716841288,0.351260835029912,0.0465808112647786,3095.68993240922
1.91213688804116,10.8245607742202,0.0164938721829268,0.525926480748691,0.000304552393930432,0.00347652823967766,0.0995657585926949,0.0384079210738279,33299.4333329049
1.21193670119345,82.7990696390998,0.088322816827726,0.896658205677289,0.000246125887146057,0.00344502261870497,2.40438883395546,0.0404494957976072,87.5728929738062
1.47965943817608,26.4777883396205,0.044208427287404,0.563959385734145,0.000152370321075243,0.00322958369332737,0.438075694769721,0.0635992603156821,2904.71941771412
0.709119836470112,62.2816491848044,0.0445287443971548,0.875489321067557,0.000289662758357023,0.00374155455611662,1.49873102891006,0.0197442710313146,374.059950135583
1.9664790795804,96.7493087444548,0.0770253397335982,0.836178848130722,0.000155463556093452,0.00157698290122918,0.967418372661466,0.0481769248855036,705.820348944538
1.28642651612684,70.1393685912155,0.137487758000035,0.316436477406044,0.000381581238081029,0.00291134462433456,0.312534293448511,0.0487236547588427,6434.03218298807
1.29525675719324,21.9831466438062,0.0509681106507624,0.455609818456508,0.000180923247472646,0.00217620534284384,0.883059494650816,0.0255888057445502,364.512256224829
1.07497839449719,31.1035022169352,0.132556496164874,0.583923019223474,0.000178327057301765,0.00357529869283794,0.0620588271847148,0.0453071539844889,18160.1078855238
1.6579436964402,54.1873867265228,0.087256610429656,0.198080798519962,0.000209894819802344,0.00177842149594467,0.76438992177094,0.0576507300973072,886.835716245899
1.26264844118711,58.0201874650735,0.0564828365351735,0.497201316787489,0.000194310945310485,0.00505497392021624,0.178815388227262,0.05551789102325,7261.00048705127
1.60664636635268,62.0520410807338,0.0186607775460448,0.567066715376172,0.000181860664292736,0.00275296372135305,1.02844561192981,0.0398170223727604,808.960501431354
1.19153333885502,23.5560217143409,0.00720057596999744,0.166194546400569,0.000237165652171797,0.00140416842943358,0.662534117818796,0.0412653079077527,474.260196762184
0.636031014338601,71.808541664537,0.100825975426611,0.96837451131735,0.000324931828647896,0.00379353028628378,1.24068842145169,0.0724012215103513,222.026900135301
1.01745715033496,12.3736795591563,0.0697530003147899,0.588860302676912,0.000313899959974474,0.00411976565491719,1.62959990243323,0.0223223618782014,0.782025763672784
1.74952660784451,33.2886102228053,0.112506047441244,0.725360160365887,0.00025228387217725,0.00248412937520202,0.0666537253400802,0.0624195364997432,10059.0372027483
1.8516435098988,55.8203434960824,0.111370377530724,0.237642692487128,0.000312060954723162,0.00461935737274215,0.541890642938455,0.0639979602984545,2644.622651204
1.14231661363645,51.006092846524,0.00878325107030376,0.659944652811251,0.000190657602435232,0.00398243758574573,2.17666203436936,0.0240738392500378,47.4603708486047
